Date,Mkt-RF,SMB,HML,RMW,CMA,RF
200305,6.05,4.83,-0.29,-6.92,3.22,0.09
200306,1.42,1.68,0.68,0.55,-0.33,0.1
200307,2.35,4.73,-1.13,-4.17,1.87,0.07
200308,2.34,2.54,2.03,-2.46,2.2,0.07
200309,-1.24,0.52,0.01,1.34,0.31,0.08
200310,6.08,2.64,1.77,-1.59,1.55,0.07
200311,1.35,2.21,1.85,0.08,1.67,0.07
200312,4.29,-2.69,2.41,0,0.97,0.08
200401,2.15,2.54,1.97,-3.53,3.4,0.07
200402,1.4,-0.91,0.5,2.28,-1.34,0.06
200403,-1.32,2.11,0.22,1.5,-1.04,0.09
200404,-1.83,-2.19,-2.62,3.31,-2.8,0.08
200405,1.17,-0.4,-0.39,-0.97,-0.08,0.06
200406,1.86,2.57,1.39,1.12,-0.41,0.08
200407,-4.06,-3.02,4.12,5.08,-1.62,0.1
200408,0.08,-1.27,1.02,1.3,-1.43,0.11
200409,1.6,3.29,-0.25,-1.34,-1.89,0.11
200410,1.43,0.29,-0.62,-0.07,0.4,0.11
200411,4.54,4.13,1.8,-1.06,-0.22,0.15
200412,3.43,0.01,-0.07,-1.26,0.51,0.16
200501,-2.76,-1.11,1.96,3.05,-1.37,0.16
200502,1.89,-0.3,1.64,1.2,-0.06,0.16
200503,-1.97,-1.4,1.59,0.47,1.11,0.21
200504,-2.61,-4.02,-0.35,0.96,-0.9,0.21
200505,3.65,2.72,-0.81,-1.31,0.28,0.24
200506,0.57,3.26,2.63,0.98,-0.53,0.23
200507,3.92,2.83,-0.51,-1.19,-0.98,0.24
200508,-1.22,-0.86,1.27,-2.23,0.45,0.3
200509,0.49,-0.31,0.76,0.49,-0.56,0.29
200510,-2.02,-1.41,0.23,-0.58,-1.26,0.27
200511,3.61,0.8,-1.19,-0.6,-1.19,0.31
200512,-0.25,-0.27,0.44,0.12,0.24,0.32
200601,3.04,5.77,1.12,-0.94,-0.54,0.35
200602,-0.3,-0.45,-0.25,-0.7,2,0.34
200603,1.46,3.45,0.6,-0.04,-0.5,0.37
200604,0.73,-0.83,2.6,1.15,-0.25,0.36
200605,-3.57,-2.99,2.55,0.96,1.34,0.43
200606,-0.35,-0.23,0.88,1.38,-0.11,0.4
200607,-0.78,-3.69,2.94,1.54,0.93,0.4
200608,2.03,0.44,-1.71,-1.74,2.15,0.42
200609,1.84,-1.43,0.05,0.88,0.53,0.41
200610,3.23,1.93,-0.04,-0.22,0.26,0.41
200611,1.71,0.81,0.07,0.09,-0.88,0.42
200612,0.87,-0.8,3.15,-0.8,2.05,0.4
200701,1.4,0.08,-0.11,0.22,0.24,0.44
200702,-1.96,1.4,-0.09,-0.47,-0.74,0.38
200703,0.68,0.07,-0.22,0.25,-0.59,0.43
200704,3.49,-2.02,-1.15,1.02,1.01,0.44
200705,3.24,0.28,-0.04,1.13,-1.29,0.41
200706,-1.96,0.76,-1.12,0.53,0.07,0.4
200707,-3.73,-2.87,-3.33,0.57,-1.04,0.4
200708,0.92,-0.34,-2.24,-0.91,-0.56,0.42
200709,3.22,-2.41,-1.86,-0.58,-3.17,0.32
200710,1.8,0.03,-2.6,-0.31,-0.1,0.32
200711,-4.83,-2.81,-1.18,1.88,-0.34,0.34
200712,-0.87,0.18,-0.51,0.7,-1.09,0.27
200801,-6.36,-0.52,3.65,1.98,2.2,0.21
200802,-3.09,-0.53,-0.94,0.76,-1.06,0.13
200803,-0.93,0.75,-0.14,1.09,0.47,0.17
200804,4.6,-1.15,-0.95,1.28,-2.54,0.18
200805,1.86,3.22,-1.38,0.81,0.04,0.18
200806,-8.44,1.15,-2.42,4.3,-0.42,0.17
200807,-0.77,3.66,5.88,-0.98,1.06,0.15
200808,1.53,3.42,1.52,1.85,0.81,0.13
200809,-9.24,0.35,6.33,2.95,1.77,0.15
200810,-17.23,-3.2,-2.89,3.6,1.91,0.08
200811,-7.86,-3.88,-6.02,4.83,2.72,0.03
200812,1.74,3.37,-0.25,-0.08,-1.4,0
200901,-8.12,-2.01,-11.18,0.23,-1.15,0
200902,-10.1,-1.17,-7.27,1.71,-1.12,0.01
200903,8.95,0.67,3.56,-2.33,-2.22,0.02
200904,10.19,6.71,5.53,0.28,0.14,0.01
200905,5.21,-2.33,-0.23,-0.98,-2.16,0
200906,0.43,2.32,-2.72,-1.06,-0.17,0.01
200907,7.72,2.44,5.28,-0.66,3.2,0.01
200908,3.33,-0.05,7.75,-3.02,3.18,0.01
200909,4.08,2.74,0.93,1.36,0.38,0.01
200910,-2.59,-4.78,-4.18,4.18,-1.66,0
200911,5.56,-2.8,-0.17,0.81,0.13,0
200912,2.75,6.22,0,0.48,-0.07,0.01
201001,-3.36,0.29,0.3,-1.39,0.46,0
201002,3.4,1.46,3.16,-0.33,1.4,0
201003,6.31,1.79,2.11,-0.56,1.7,0.01
201004,2,5.04,2.81,1.1,1.69,0.01
201005,-7.89,0.06,-2.38,1.37,-0.22,0.01
201006,-5.56,-2.49,-4.5,-0.21,-1.51,0.01
201007,6.93,0.09,-0.26,0.24,2.02,0.01
201008,-4.77,-3.1,-1.95,0.72,-1.69,0.01
201009,9.54,3.72,-3.13,-0.21,0.47,0.01
201010,3.88,0.78,-2.6,1.3,-0.23,0.01
201011,0.6,3.6,-0.9,0.24,1.64,0.01
201012,6.82,0.95,3.82,-3.65,3.22,0.01
201101,1.99,-2.42,0.82,-0.89,0.69,0.01
201102,3.49,1.64,1.1,-1.93,0.95,0.01
201103,0.45,2.67,-1.58,1.64,-0.03,0.01
201104,2.9,-0.51,-2.52,1.09,-0.84,0
201105,-1.27,-0.69,-2.08,2.02,-1.5,0
201106,-1.75,0.11,-0.32,2.38,-1.45,0
201107,-2.36,-1.34,-1.21,2.43,-1.76,0
201108,-5.99,-3.2,-2.48,3.2,-0.24,0.01
201109,-7.59,-3.78,-1.41,1.85,0.28,0
201110,11.35,3.57,-0.18,-1.87,-0.88,0
201111,-0.28,-0.26,-0.34,1.79,1.53,0
201112,0.74,-0.44,1.77,0.8,2.4,0
201201,5.05,2.16,-1.13,-1.81,-1.4,0
201202,4.42,-1.63,0.08,-0.19,-0.1,0
201203,3.11,-0.45,0.92,-0.33,0.82,0
201204,-0.85,-0.59,-0.48,1.12,0.67,0
201205,-6.19,-0.09,-0.59,2.28,2.39,0.01
201206,3.89,0.95,0.44,-1.24,0.34,0
201207,0.79,-2.68,-0.27,1.11,0.13,0
201208,2.55,0.44,1.31,-1.26,-0.73,0.01
201209,2.73,0.66,1.53,-1.38,1.59,0.01
201210,-1.76,-0.81,3.79,-1.39,2.28,0.01
201211,0.78,0.36,-0.97,0.68,0.91,0.01
201212,1.18,1.87,3.58,-1.98,0.86,0.01
201301,5.57,0.56,0.95,-1.64,1.47,0
201302,1.29,-0.38,0.03,-0.69,0.48,0
201303,4.03,0.83,-0.3,0.17,1.31,0
201304,1.55,-2.3,0.62,0.07,0.47,0
201305,2.8,2.06,2.6,-1.66,-0.78,0
201306,-1.2,1.35,-0.17,-0.44,-0.01,0
201307,5.65,1.8,0.56,-1.46,0.56,0
201308,-2.71,-0.01,-2.78,0.62,-2.16,0
201309,3.77,2.67,-1.19,-0.73,-1.32,0
201310,4.18,-1.53,1.14,2.7,0.87,0
201311,3.12,1.33,0.24,0.14,0.05,0
201312,2.81,-0.53,-0.31,-0.52,0.07,0
201401,-3.32,0.57,-2.09,-3.99,-1.4,0
201402,4.65,0.15,-0.4,-0.26,-0.41,0
201403,0.43,-1.17,5.09,2.16,1.9,0
201404,-0.19,-4.15,1.14,3.48,1.07,0
201405,2.06,-1.89,-0.27,0.1,-1.08,0
201406,2.61,3.1,-0.74,-1.97,-1.91,0
201407,-2.04,-4.25,0.01,0.94,0.47,0
201408,4.24,0.29,-0.59,-0.63,-0.7,0
201409,-1.97,-3.79,-1.23,1.13,-0.51,0
201410,2.52,3.78,-1.7,-0.47,-0.17,0
201411,2.55,-2.31,-3,1.4,0.18,0
201412,-0.06,2.88,2.06,-1.16,0.88,0
201501,-3.11,-0.87,-3.48,1.67,-1.67,0
201502,6.13,0.21,-1.81,-1.07,-1.75,0
201503,-1.12,3.04,-0.46,0.1,-0.51,0
201504,0.59,-3.03,1.85,-0.15,-0.49,0
201505,1.36,0.77,-1.37,-1.72,-0.74,0
201506,-1.53,2.86,-0.79,0.5,-1.47,0
201507,1.54,-4.55,-4.12,0.04,-2.56,0
201508,-6.04,0.4,2.66,0.76,1.25,0
201509,-3.08,-2.78,0.53,1.81,-0.51,0
201510,7.75,-2.16,-0.07,0.82,0.43,0
201511,0.56,3.35,-0.51,-2.57,-1.1,0
201512,-2.17,-2.99,-2.59,0.31,0.13,0.01
201601,-5.77,-3.42,2.08,2.6,3.02,0.01
201602,-0.07,0.95,-0.5,3.28,2.05,0.02
201603,6.96,1.09,1.16,0.81,-0.02,0.02
201604,0.92,1.17,3.26,-2.88,1.97,0.01
201605,1.78,-0.71,-1.81,-1.01,-2.55,0.01
201606,-0.05,0.49,-1.47,1.19,1.92,0.02
201607,3.95,2.64,-1.11,1.33,-1.24,0.02
201608,0.5,1.72,3.34,-1.33,-0.39,0.02
201609,0.25,1.74,-1.49,-2.29,-0.08,0.02
201610,-2.02,-4.01,4.16,1.19,0.24,0.02
201611,4.86,6.81,8.29,-0.1,3.7,0.01
201612,1.82,0.41,3.58,0.99,-0.3,0.03
201701,1.94,-1.28,-2.78,-0.01,-0.95,0.04
201702,3.57,-2.13,-1.79,0.78,-1.72,0.04
201703,0.17,0.78,-3.17,0.68,-1,0.03
201704,1.09,0.49,-1.87,2,-1.55,0.05
201705,1.06,-3.05,-3.78,1.21,-1.88,0.06
201706,0.78,2.48,1.35,-2.01,-0.07,0.06
201707,1.87,-1.59,-0.29,-0.71,-0.15,0.07
201708,0.16,-1.85,-2.24,0.28,-2.42,0.09
201709,2.51,4.84,3.03,-1.18,1.63,0.09
201710,2.25,-1.97,-0.05,1.04,-3.33,0.09
201711,3.12,-0.43,-0.04,3.12,0,0.08
201712,1.06,-1.04,0.14,0.65,1.65,0.09
201801,5.58,-3.15,-1.37,-0.5,-0.89,0.11
201802,-3.65,0.32,-1.19,0.52,-2.25,0.11
201803,-2.35,3.54,-0.12,-0.51,0,0.12
201804,0.29,0.97,0.54,-2.09,1.18,0.14
201805,2.65,4.72,-3.16,-1.95,-1.42,0.14
201806,0.48,0.86,-2.38,0.71,0.33,0.14
201807,3.19,-1.93,0.4,1.63,0.44,0.16
201808,3.44,0.65,-4.08,-0.28,-2.5,0.16
201809,0.06,-2.52,-1.3,0.59,1.24,0.15
201810,-7.68,-4.51,3.44,0.87,3.45,0.19
201811,1.69,-0.82,0.25,-0.6,0.32,0.18
201812,-9.55,-3.05,-1.47,-0.13,0.16,0.19
201901,8.41,3.09,-0.62,-0.69,-1.36,0.21
201902,3.4,1.78,-2.84,0.24,-1.47,0.18
201903,1.1,-3.54,-4.07,0.93,-1.02,0.19
201904,3.96,-1.13,1.93,1.75,-2.17,0.21
201905,-6.94,-1.47,-2.39,-0.35,1.78,0.21
201906,6.93,0.37,-1.08,0.94,-0.38,0.18
201907,1.19,-1.91,0.14,-0.08,0.36,0.19
201908,-2.58,-3.3,-4.99,0.37,-0.96,0.16
201909,1.44,0.32,6.71,1.97,3.55,0.18
201910,2.06,0.21,-2.07,0.43,-0.96,0.15
201911,3.87,0.5,-1.86,-1.5,-1.29,0.12
201912,2.77,0.97,1.82,0.23,1.29,0.14
